Configuration:
Stream Type,Stream Name,Format,FPS,Width,Height
Infrared 1,Infrared,Y8,30,640,480
Infrared 2,Infrared,Y8,30,640,480
Depth,Depth,Z16,30,640,480
Color,Color,RGB8,30,640,480


Stream Type,Index,F#,HW Timestamp (ms),Host Timestamp(ms)
Infrared,1,144,1665706605308.078,5080.166
Infrared,1,145,1665706605341.488,5113.534
Infrared,1,146,1665706605374.902,5146.868
Infrared,1,147,1665706605408.320,5180.757
Infrared,1,148,1665706605441.741,5215.556
Infrared,1,149,1665706605475.167,5248.837
Infrared,1,150,1665706605508.596,5282.338
Infrared,1,151,1665706605542.029,5315.627
Infrared,1,152,1665706605575.465,5349.009
Infrared,1,153,1665706605608.906,5382.208
Infrared,1,154,1665706605642.350,5415.664
Infrared,1,155,1665706605675.798,5449.080
Infrared,1,156,1665706605709.250,5482.416
Infrared,1,157,1665706605742.706,5515.803
Infrared,1,158,1665706605776.165,5549.399
Infrared,1,159,1665706605809.628,5582.445
Infrared,1,160,1665706605843.088,5615.841
Infrared,1,161,1665706605876.611,5649.237
Infrared,1,162,1665706605910.140,5682.516
Infrared,1,163,1665706605943.676,5715.921
Infrared,1,164,1665706605977.219,5749.208
Infrared,1,165,1665706606010.768,5782.599
Infrared,1,166,1665706606044.323,5815.975
Infrared,1,167,1665706606077.886,5849.409
Infrared,1,168,1665706606111.455,5882.628
Infrared,1,169,1665706606145.031,5913.411
Infrared,1,170,1665706606178.613,5946.948
Infrared,1,171,1665706606212.201,5981.019
Infrared,1,172,1665706606245.797,6013.782
Infrared,1,173,1665706606279.399,6046.821
Infrared,1,174,1665706606313.007,6080.027
Infrared,1,175,1665706606346.622,6113.292
Infrared,1,176,1665706606380.244,6147.409
Infrared,1,177,1665706606413.872,6183.102
Infrared,1,178,1665706606447.507,6216.165
Infrared,1,179,1665706606481.149,6252.591
Infrared,1,180,1665706606514.797,6283.631
Infrared,1,181,1665706606548.451,6314.714
Infrared,1,182,1665706606582.113,6348.695
Infrared,1,183,1665706606615.781,6383.213
Infrared,1,184,1665706606649.455,6416.619
Infrared,1,185,1665706606683.136,6449.969
Infrared,1,186,1665706606716.824,6483.265
Infrared,1,187,1665706606750.518,6515.558
Infrared,1,188,1665706606784.219,6548.943
Infrared,1,189,1665706606817.926,6582.272
Infrared,1,190,1665706606851.630,6616.380
Infrared,1,191,1665706606885.139,6650.086
Infrared,1,192,1665706606918.654,6683.386
Infrared,1,193,1665706606952.173,6716.889
Infrared,1,194,1665706606985.697,6750.138
Infrared,1,195,1665706607019.226,6783.163
Infrared,1,196,1665706607052.760,6816.520
Infrared,1,197,1665706607086.298,6849.897
Infrared,1,198,1665706607119.841,6883.229
Infrared,1,199,1665706607153.389,6916.594
Infrared,1,200,1665706607186.942,6950.369
Infrared,1,201,1665706607220.499,6983.336
Infrared,1,202,1665706607254.061,7014.170
Infrared,1,203,1665706607287.628,7047.378
Infrared,1,204,1665706607321.200,7080.774
Infrared,1,205,1665706607354.776,7114.401
Infrared,1,206,1665706607388.357,7149.835
Infrared,1,207,1665706607421.943,7185.792
Infrared,1,208,1665706607455.534,7216.893
Infrared,1,209,1665706607489.130,7248.778
Infrared,1,210,1665706607522.730,7282.153
Infrared,1,211,1665706607556.335,7315.998
Infrared,1,212,1665706607589.944,7349.968
Infrared,1,213,1665706607623.559,7383.331
Infrared,1,214,1665706607657.178,7416.682
Infrared,1,215,1665706607690.802,7450.049
Infrared,1,216,1665706607724.431,7483.404
Infrared,1,217,1665706607758.064,7516.753
Infrared,1,218,1665706607791.702,7550.119
Infrared,1,219,1665706607825.345,7583.480
Infrared,1,220,1665706607858.986,7616.922
Infrared,1,221,1665706607892.341,7650.162
Infrared,1,222,1665706607925.697,7683.569
Infrared,1,223,1665706607959.053,7717.171
Infrared,1,224,1665706607992.409,7750.550
Infrared,1,225,1665706608025.766,7783.871
Infrared,1,226,1665706608059.122,7817.288
Infrared,1,227,1665706608092.479,7850.342
Infrared,1,228,1665706608125.835,7883.715
Infrared,1,229,1665706608159.192,7919.673
Infrared,1,230,1665706608192.549,7949.316
Infrared,1,231,1665706608225.906,7982.302
Infrared,1,232,1665706608259.264,8014.696
Infrared,1,233,1665706608292.621,8048.127
Infrared,1,234,1665706608325.979,8084.935
Infrared,1,235,1665706608359.337,8118.199
Infrared,1,236,1665706608392.695,8150.401
Infrared,1,237,1665706608426.053,8183.752
Infrared,1,238,1665706608459.411,8217.022
Infrared,1,239,1665706608492.770,8248.686
Infrared,1,240,1665706608526.128,8282.073
Infrared,1,241,1665706608559.487,8316.880
Infrared,1,242,1665706608592.846,8352.176
Infrared,1,243,1665706608626.205,8385.543
Infrared,1,244,1665706608659.564,8416.580
Infrared,1,245,1665706608692.923,8449.952
Infrared,1,246,1665706608726.283,8483.877
Infrared,1,247,1665706608759.642,8517.283
Infrared,1,248,1665706608793.002,8550.605
Infrared,1,249,1665706608826.362,8583.973
Infrared,1,250,1665706608859.721,8617.333

Stream Type,Index,F#,HW Timestamp (ms),Host Timestamp(ms)

Infrared,2,1,1665706600316.430,119.461
Infrared,2,2,1665706600353.508,148.618
Infrared,2,3,1665706600392.390,181.331
Infrared,2,4,1665706600433.079,214.363
Infrared,2,5,1665706600475.573,243.777
Infrared,2,6,1665706600519.872,275.582
Infrared,2,7,1665706600560.990,309.388
Infrared,2,8,1665706600602.725,347.402
Infrared,2,9,1665706600888.930,576.930
Infrared,2,10,1665706600928.156,610.290
Infrared,2,11,1665706600967.250,647.722
Infrared,2,12,1665706601006.212,680.733
Infrared,2,13,1665706601045.041,709.463
Infrared,2,14,1665706601083.120,742.749
Infrared,2,15,1665706601120.999,776.192
Infrared,2,16,1665706601158.677,809.507
Infrared,2,17,1665706601195.468,843.383
Infrared,2,18,1665706601231.987,876.464
Infrared,2,19,1665706601268.233,909.662
Infrared,2,20,1665706601304.039,943.038
Infrared,2,21,1665706601339.555,976.994
Infrared,2,22,1665706601374.781,1016.384
Infrared,2,23,1665706601409.791,1047.301
Infrared,2,24,1665706601444.515,1076.366
Infrared,2,25,1665706601478.954,1113.429
Infrared,2,26,1665706601513.300,1149.155
Infrared,2,27,1665706601547.373,1177.486
Infrared,2,28,1665706601581.173,1210.880
Infrared,2,29,1665706601614.967,1244.517
Infrared,2,30,1665706601648.504,1277.695
Infrared,2,31,1665706601681.783,1321.255
Infrared,2,32,1665706601715.123,1346.366
Infrared,2,33,1665706601748.223,1385.335
Infrared,2,34,1665706601781.083,1411.193
Infrared,2,35,1665706601814.051,1444.270
Infrared,2,36,1665706601846.796,1477.488
Infrared,2,37,1665706601879.320,1510.873
Infrared,2,38,1665706601911.987,1544.739
Infrared,2,39,1665706601944.449,1579.733
Infrared,2,40,1665706601976.708,1612.658
Infrared,2,41,1665706602009.135,1645.757
Infrared,2,42,1665706602041.375,1681.110
Infrared,2,43,1665706602073.427,1714.278
Infrared,2,44,1665706602105.294,1747.607
Infrared,2,45,1665706602136.973,1781.095
Infrared,2,46,1665706602168.466,1814.316
Infrared,2,47,1665706602199.772,1847.728
Infrared,2,48,1665706602230.891,1886.546
Infrared,2,49,1665706602261.823,1913.718
Infrared,2,50,1665706602292.569,1944.623
Infrared,2,51,1665706602323.128,1978.563
Infrared,2,52,1665706602353.500,2010.782
Infrared,2,53,1665706602383.685,2043.999
Infrared,2,54,1665706602413.683,2077.208
Infrared,2,55,1665706602443.494,2110.717
Infrared,2,56,1665706602473.119,2144.917
Infrared,2,57,1665706602502.557,2180.266
Infrared,2,58,1665706602531.808,2213.304
Infrared,2,59,1665706602560.873,2246.906
Infrared,2,60,1665706602589.750,2280.429
Infrared,2,61,1665706602618.441,2313.373
Infrared,2,62,1665706602646.945,2347.292
Infrared,2,63,1665706602675.262,2380.447
Infrared,2,64,1665706602703.392,2413.744
Infrared,2,65,1665706602731.336,2447.393
Infrared,2,66,1665706602759.093,2480.571
Infrared,2,67,1665706602786.662,2513.834
Infrared,2,68,1665706602814.045,2547.216
Infrared,2,69,1665706602841.242,2580.610
Infrared,2,70,1665706602868.406,2613.830
Infrared,2,71,1665706602901.763,2647.520
Infrared,2,72,1665706602935.115,2680.624
Infrared,2,73,1665706602968.461,2713.618
Infrared,2,74,1665706603001.801,2747.305
Infrared,2,75,1665706603035.135,2780.686
Infrared,2,76,1665706603068.464,2813.962
Infrared,2,77,1665706603101.786,2847.671
Infrared,2,78,1665706603135.104,2880.779
Infrared,2,79,1665706603168.415,2913.863
Infrared,2,80,1665706603201.720,2949.966
Infrared,2,81,1665706603235.020,2980.002
Infrared,2,82,1665706603268.314,3011.715
Infrared,2,83,1665706603301.602,3051.089
Infrared,2,84,1665706603334.885,3079.190
Infrared,2,85,1665706603368.162,3112.172
Infrared,2,86,1665706603401.433,3146.299
Infrared,2,87,1665706603434.698,3183.015
Infrared,2,88,1665706603467.958,3211.374
Infrared,2,89,1665706603501.211,3249.767
Infrared,2,90,1665706603534.459,3282.407
Infrared,2,91,1665706603567.702,3312.718
Infrared,2,92,1665706603600.938,3346.071
Infrared,2,93,1665706603634.169,3379.808
Infrared,2,94,1665706603667.394,3413.846
Infrared,2,95,1665706603700.614,3447.450
Infrared,2,96,1665706603733.827,3480.582
Infrared,2,97,1665706603767.035,3514.198
Infrared,2,98,1665706603800.237,3547.442
Infrared,2,99,1665706603833.433,3580.649
Infrared,2,100,1665706603866.630,3613.997
Infrared,2,101,1665706603899.419,3647.388
Infrared,2,102,1665706603932.186,3680.713
Infrared,2,103,1665706603964.930,3714.150
Infrared,2,104,1665706603997.653,3747.122
Infrared,2,105,1665706604030.353,3779.552
Infrared,2,106,1665706604063.032,3814.036
Infrared,2,107,1665706604095.688,3848.169
Infrared,2,108,1665706604128.323,3884.042
Infrared,2,109,1665706604160.935,3917.415
Infrared,2,110,1665706604193.526,3950.928
Infrared,2,111,1665706604226.094,3981.931
Infrared,2,112,1665706604258.641,4012.212
Infrared,2,113,1665706604291.165,4045.390
Infrared,2,114,1665706604323.668,4078.891
Infrared,2,115,1665706604356.148,4112.973
Infrared,2,116,1665706604388.606,4150.449
Infrared,2,117,1665706604421.043,4183.737
Infrared,2,118,1665706604453.457,4217.097
Infrared,2,119,1665706604485.850,4250.375
Infrared,2,120,1665706604518.220,4281.443
Infrared,2,121,1665706604550.568,4314.814
Infrared,2,122,1665706604582.895,4348.137
Infrared,2,123,1665706604615.199,4381.468
Infrared,2,124,1665706604647.481,4416.778
Infrared,2,125,1665706604679.742,4450.076
Infrared,2,126,1665706604711.980,4483.533
Infrared,2,127,1665706604744.196,4516.876
Infrared,2,128,1665706604776.390,4550.273
Infrared,2,129,1665706604808.562,4583.595
Infrared,2,130,1665706604840.735,4616.981
Infrared,2,131,1665706604874.092,4650.332
Infrared,2,132,1665706604907.453,4683.675
Infrared,2,133,1665706604940.818,4716.949
Infrared,2,134,1665706604974.186,4750.408
Infrared,2,135,1665706605007.558,4783.770
Infrared,2,136,1665706605040.934,4817.105
Infrared,2,137,1665706605074.314,4850.494
Infrared,2,138,1665706605107.697,4883.937
Infrared,2,139,1665706605141.085,4917.234
Infrared,2,140,1665706605174.476,4955.664
Infrared,2,141,1665706605207.871,4981.830
Infrared,2,142,1665706605241.269,5013.129
Infrared,2,143,1665706605274.672,5050.873
Infrared,2,144,1665706605308.078,5080.195
Infrared,2,145,1665706605341.488,5113.564
Infrared,2,146,1665706605374.902,5146.897
Infrared,2,147,1665706605408.320,5180.793
Infrared,2,148,1665706605441.741,5215.597
Infrared,2,149,1665706605475.167,5248.879
Infrared,2,150,1665706605508.596,5282.381
Infrared,2,151,1665706605542.029,5315.669
Infrared,2,152,1665706605575.465,5349.050
Infrared,2,153,1665706605608.906,5382.249
Infrared,2,154,1665706605642.350,5415.705
Infrared,2,155,1665706605675.798,5449.122
Infrared,2,156,1665706605709.250,5482.458
Infrared,2,157,1665706605742.706,5515.845
Infrared,2,158,1665706605776.165,5549.440
Infrared,2,159,1665706605809.628,5582.487
Infrared,2,160,1665706605843.088,5615.897
Infrared,2,161,1665706605876.611,5649.279
Infrared,2,162,1665706605910.140,5682.558
Infrared,2,163,1665706605943.676,5715.962
Infrared,2,164,1665706605977.219,5749.250
Infrared,2,165,1665706606010.768,5782.640
Infrared,2,166,1665706606044.323,5816.017
Infrared,2,167,1665706606077.886,5849.451
Infrared,2,168,1665706606111.455,5882.669
Infrared,2,169,1665706606145.031,5913.426
Infrared,2,170,1665706606178.613,5946.967
Infrared,2,171,1665706606212.201,5981.049
Infrared,2,172,1665706606245.797,6013.811
Infrared,2,173,1665706606279.399,6046.839
Infrared,2,174,1665706606313.007,6080.045
Infrared,2,175,1665706606346.622,6113.309
Infrared,2,176,1665706606380.244,6147.434
Infrared,2,177,1665706606413.872,6183.158
Infrared,2,178,1665706606447.507,6216.215
Infrared,2,179,1665706606481.149,6252.662
Infrared,2,180,1665706606514.797,6283.697
Infrared,2,181,1665706606548.451,6314.745
Infrared,2,182,1665706606582.113,6348.731
Infrared,2,183,1665706606615.781,6383.268
Infrared,2,184,1665706606649.455,6416.674
Infrared,2,185,1665706606683.136,6450.025
Infrared,2,186,1665706606716.824,6483.318
Infrared,2,187,1665706606750.518,6515.597
Infrared,2,188,1665706606784.219,6548.987
Infrared,2,189,1665706606817.926,6582.312
Infrared,2,190,1665706606851.630,6616.431
Infrared,2,191,1665706606885.139,6650.152
Infrared,2,192,1665706606918.654,6683.436
Infrared,2,193,1665706606952.173,6717.008
Infrared,2,194,1665706606985.697,6750.190
Infrared,2,195,1665706607019.226,6783.215
Infrared,2,196,1665706607052.760,6816.572
Infrared,2,197,1665706607086.298,6849.951
Infrared,2,198,1665706607119.841,6883.279
Infrared,2,199,1665706607153.389,6916.647
Infrared,2,200,1665706607186.942,6950.422
Infrared,2,201,1665706607220.499,6983.386
Infrared,2,202,1665706607254.061,7014.185
Infrared,2,203,1665706607287.628,7047.394
Infrared,2,204,1665706607321.200,7080.790
Infrared,2,205,1665706607354.776,7114.420
Infrared,2,206,1665706607388.357,7149.884
Infrared,2,207,1665706607421.943,7185.869
Infrared,2,208,1665706607455.534,7216.935
Infrared,2,209,1665706607489.130,7248.812
Infrared,2,210,1665706607522.730,7282.195
Infrared,2,211,1665706607556.335,7316.047
Infrared,2,212,1665706607589.944,7350.017
Infrared,2,213,1665706607623.559,7383.377
Infrared,2,214,1665706607657.178,7416.730
Infrared,2,215,1665706607690.802,7450.097
Infrared,2,216,1665706607724.431,7483.450
Infrared,2,217,1665706607758.064,7516.801
Infrared,2,218,1665706607791.702,7550.168
Infrared,2,219,1665706607825.345,7583.525
Infrared,2,220,1665706607858.986,7616.971
Infrared,2,221,1665706607892.341,7650.211
Infrared,2,222,1665706607925.697,7683.616
Infrared,2,223,1665706607959.053,7717.218
Infrared,2,224,1665706607992.409,7750.598
Infrared,2,225,1665706608025.766,7783.933
Infrared,2,226,1665706608059.122,7817.349
Infrared,2,227,1665706608092.479,7850.390
Infrared,2,228,1665706608125.835,7883.760
Infrared,2,229,1665706608159.192,7919.765
Infrared,2,230,1665706608192.549,7949.351
Infrared,2,231,1665706608225.906,7982.327
Infrared,2,232,1665706608259.264,8014.713
Infrared,2,233,1665706608292.621,8048.144
Infrared,2,234,1665706608325.979,8085.005
Infrared,2,235,1665706608359.337,8118.260
Infrared,2,236,1665706608392.695,8150.446
Infrared,2,237,1665706608426.053,8183.806
Infrared,2,238,1665706608459.411,8217.069
Infrared,2,239,1665706608492.770,8248.709
Infrared,2,240,1665706608526.128,8282.097
Infrared,2,241,1665706608559.487,8316.920
Infrared,2,242,1665706608592.846,8352.246
Infrared,2,243,1665706608626.205,8385.610
Infrared,2,244,1665706608659.564,8416.617
Infrared,2,245,1665706608692.923,8449.990
Infrared,2,246,1665706608726.283,8483.942
Infrared,2,247,1665706608759.642,8517.339
Infrared,2,248,1665706608793.002,8550.650
Infrared,2,249,1665706608826.362,8584.018
Infrared,2,250,1665706608859.721,8617.381
