Configuration:
Stream Type,Stream Name,Format,FPS,Width,Height
Infrared 1,Infrared,Y8,30,640,480
Infrared 2,Infrared,Y8,30,640,480
Depth,Depth,Z16,30,640,480
Color,Color,RGB8,30,640,480


Stream Type,Index,F#,HW Timestamp (ms),Host Timestamp(ms)
Color,0,229,1665706608292.639,8089.130
Color,0,230,1665706608325.997,8121.879
Color,0,231,1665706608359.355,8150.995
Color,0,232,1665706608392.713,8184.342
Color,0,233,1665706608426.071,8217.421
Color,0,234,1665706608459.429,8243.901
Color,0,235,1665706608492.787,8278.262
Color,0,236,1665706608526.146,8316.532
Color,0,237,1665706608559.505,8357.111
Color,0,238,1665706608592.864,8389.445
Color,0,239,1665706608626.223,8415.676
Color,0,240,1665706608659.582,8449.130
Color,0,241,1665706608692.941,8484.682
Color,0,242,1665706608726.301,8517.815
Color,0,243,1665706608759.660,8551.277
Color,0,244,1665706608793.020,8584.592
Color,0,245,1665706608826.380,8617.948
Color,0,246,1665706608859.740,8651.377
Color,0,247,1665706608893.153,8684.863
Color,0,248,1665706608926.568,8717.905
Color,0,249,1665706608959.984,8742.828
Color,0,250,1665706608993.402,8778.246

Stream Type,Index,F#,HW Timestamp (ms),Host Timestamp(ms)

Infrared,1,1,1665706600316.430,119.277
Infrared,1,2,1665706600353.508,148.537
Infrared,1,3,1665706600392.390,181.247
Infrared,1,4,1665706600433.079,214.261
Infrared,1,5,1665706600475.573,243.735
Infrared,1,6,1665706600519.872,275.564
Infrared,1,7,1665706600560.990,309.363
Infrared,1,8,1665706600602.725,347.317
Infrared,1,9,1665706600888.930,576.898
Infrared,1,10,1665706600928.156,610.263
Infrared,1,11,1665706600967.250,647.645
Infrared,1,12,1665706601006.212,680.658
Infrared,1,13,1665706601045.041,709.447
Infrared,1,14,1665706601083.120,742.731
Infrared,1,15,1665706601120.999,776.173
Infrared,1,16,1665706601158.677,809.491
Infrared,1,17,1665706601195.468,843.361
Infrared,1,18,1665706601231.987,876.443
Infrared,1,19,1665706601268.233,909.645
Infrared,1,20,1665706601304.039,943.022
Infrared,1,21,1665706601339.555,976.969
Infrared,1,22,1665706601374.781,1016.306
Infrared,1,23,1665706601409.791,1047.240
Infrared,1,24,1665706601444.515,1076.346
Infrared,1,25,1665706601478.954,1113.351
Infrared,1,26,1665706601513.300,1149.099
Infrared,1,27,1665706601547.373,1177.457
Infrared,1,28,1665706601581.173,1210.853
Infrared,1,29,1665706601614.967,1244.480
Infrared,1,30,1665706601648.504,1277.667
Infrared,1,31,1665706601681.783,1321.155
Infrared,1,32,1665706601715.123,1346.335
Infrared,1,33,1665706601748.223,1385.245
Infrared,1,34,1665706601781.083,1411.167
Infrared,1,35,1665706601814.051,1444.243
Infrared,1,36,1665706601846.796,1477.460
Infrared,1,37,1665706601879.320,1510.846
Infrared,1,38,1665706601911.987,1544.705
Infrared,1,39,1665706601944.449,1579.693
Infrared,1,40,1665706601976.708,1612.619
Infrared,1,41,1665706602009.135,1645.717
Infrared,1,42,1665706602041.375,1681.062
Infrared,1,43,1665706602073.427,1714.232
Infrared,1,44,1665706602105.294,1747.561
Infrared,1,45,1665706602136.973,1781.049
Infrared,1,46,1665706602168.466,1814.269
Infrared,1,47,1665706602199.772,1847.681
Infrared,1,48,1665706602230.891,1886.470
Infrared,1,49,1665706602261.823,1913.682
Infrared,1,50,1665706602292.569,1944.594
Infrared,1,51,1665706602323.128,1978.527
Infrared,1,52,1665706602353.500,2010.767
Infrared,1,53,1665706602383.685,2043.975
Infrared,1,54,1665706602413.683,2077.192
Infrared,1,55,1665706602443.494,2110.698
Infrared,1,56,1665706602473.119,2144.888
Infrared,1,57,1665706602502.557,2180.200
Infrared,1,58,1665706602531.808,2213.238
Infrared,1,59,1665706602560.873,2246.809
Infrared,1,60,1665706602589.750,2280.362
Infrared,1,61,1665706602618.441,2313.321
Infrared,1,62,1665706602646.945,2347.226
Infrared,1,63,1665706602675.262,2380.382
Infrared,1,64,1665706602703.392,2413.678
Infrared,1,65,1665706602731.336,2447.317
Infrared,1,66,1665706602759.093,2480.506
Infrared,1,67,1665706602786.662,2513.784
Infrared,1,68,1665706602814.045,2547.121
Infrared,1,69,1665706602841.242,2580.505
Infrared,1,70,1665706602868.406,2613.781
Infrared,1,71,1665706602901.763,2647.452
Infrared,1,72,1665706602935.115,2680.559
Infrared,1,73,1665706602968.461,2713.568
Infrared,1,74,1665706603001.801,2747.239
Infrared,1,75,1665706603035.135,2780.622
Infrared,1,76,1665706603068.464,2813.912
Infrared,1,77,1665706603101.786,2847.604
Infrared,1,78,1665706603135.104,2880.713
Infrared,1,79,1665706603168.415,2913.798
Infrared,1,80,1665706603201.720,2949.865
Infrared,1,81,1665706603235.020,2979.951
Infrared,1,82,1665706603268.314,3011.685
Infrared,1,83,1665706603301.602,3050.985
Infrared,1,84,1665706603334.885,3079.157
Infrared,1,85,1665706603368.162,3112.145
Infrared,1,86,1665706603401.433,3146.256
Infrared,1,87,1665706603434.698,3182.923
Infrared,1,88,1665706603467.958,3211.357
Infrared,1,89,1665706603501.211,3249.682
Infrared,1,90,1665706603534.459,3282.346
Infrared,1,91,1665706603567.702,3312.680
Infrared,1,92,1665706603600.938,3346.038
Infrared,1,93,1665706603634.169,3379.767
Infrared,1,94,1665706603667.394,3413.794
Infrared,1,95,1665706603700.614,3447.402
Infrared,1,96,1665706603733.827,3480.531
Infrared,1,97,1665706603767.035,3514.146
Infrared,1,98,1665706603800.237,3547.374
Infrared,1,99,1665706603833.433,3580.596
Infrared,1,100,1665706603866.630,3613.948
Infrared,1,101,1665706603899.419,3647.338
Infrared,1,102,1665706603932.186,3680.663
Infrared,1,103,1665706603964.930,3714.101
Infrared,1,104,1665706603997.653,3747.088
Infrared,1,105,1665706604030.353,3779.523
Infrared,1,106,1665706604063.032,3813.994
Infrared,1,107,1665706604095.688,3848.104
Infrared,1,108,1665706604128.323,3883.975
Infrared,1,109,1665706604160.935,3917.348
Infrared,1,110,1665706604193.526,3950.863
Infrared,1,111,1665706604226.094,3981.888
Infrared,1,112,1665706604258.641,4012.194
Infrared,1,113,1665706604291.165,4045.371
Infrared,1,114,1665706604323.668,4078.871
Infrared,1,115,1665706604356.148,4112.943
Infrared,1,116,1665706604388.606,4150.390
Infrared,1,117,1665706604421.043,4183.678
Infrared,1,118,1665706604453.457,4217.036
Infrared,1,119,1665706604485.850,4250.317
Infrared,1,120,1665706604518.220,4281.402
Infrared,1,121,1665706604550.568,4314.773
Infrared,1,122,1665706604582.895,4348.097
Infrared,1,123,1665706604615.199,4381.428
Infrared,1,124,1665706604647.481,4416.732
Infrared,1,125,1665706604679.742,4450.027
Infrared,1,126,1665706604711.980,4483.469
Infrared,1,127,1665706604744.196,4516.820
Infrared,1,128,1665706604776.390,4550.216
Infrared,1,129,1665706604808.562,4583.527
Infrared,1,130,1665706604840.735,4616.925
Infrared,1,131,1665706604874.092,4650.277
Infrared,1,132,1665706604907.453,4683.618
Infrared,1,133,1665706604940.818,4716.885
Infrared,1,134,1665706604974.186,4750.352
Infrared,1,135,1665706605007.558,4783.715
Infrared,1,136,1665706605040.934,4817.050
Infrared,1,137,1665706605074.314,4850.429
Infrared,1,138,1665706605107.697,4883.861
Infrared,1,139,1665706605141.085,4917.176
Infrared,1,140,1665706605174.476,4955.558
Infrared,1,141,1665706605207.871,4981.799
Infrared,1,142,1665706605241.269,5013.090
Infrared,1,143,1665706605274.672,5050.801
